2011-12-02 17:53:16 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-02 20:59:56 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-02 21:03:54 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 15:28:45 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 15:53:01 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2011-12-05 15:59:47 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 16:17:32 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2011-12-05 18:42:16 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:03 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:19 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:56 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:47:31 訂單接收	3704	當物件關閉時，不允許操作。	
2011-12-05 18:48:15 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:48:45 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2011-12-05 18:49:12 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2011-12-05 18:49:35 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
BestTRP	2014-06-21 14:49:51	0	排車轉訂單	WMS: 0000233841,TMS: F140623001,LMBO01,0000595972,14008396            
BestTRP	2014-06-21 14:49:51	0	排車轉訂單	WMS: 0000233842,TMS: F140623001,LMBO01,0000595973,14008397            
BestTRP	2014-06-21 14:49:51	0	排車轉訂單	WMS: 0000233843,TMS: F140623001,LMBO01,0000595974,14008398            
BestTRP	2014-06-21 14:49:51	0	排車轉訂單	WMS: 0000233844,TMS: F140623001,LMBO01,0000595975,14008399            
BestTRP	2014-06-21 14:49:51	0	排車轉訂單	WMS: 0000233845,TMS: F140623001,LMBO01,0000595976,14008435            
BestTRP	2014-06-21 14:58:30	0	排車轉訂單	WMS: 0000233815,TMS: F140623001,LMBO01,0000595946,14000811            
BestTRP	2014-06-21 14:58:30	0	排車轉訂單	WMS: 0000233816,TMS: F140623001,LMBO01,0000595947,14000812            
BestTRP	2014-06-21 14:58:30	0	排車轉訂單	WMS: 0000233817,TMS: F140623001,LMBO01,0000595948,14000813            
BestTRP	2014-06-21 14:58:30	0	排車轉訂單	WMS: 0000233818,TMS: F140623001,LMBO01,0000595949,14000814            
BestTRP	2014-06-21 14:58:30	0	排車轉訂單	WMS: 0000233819,TMS: F140623001,LMBO01,0000595950,14000816            
BestTRP	2014-06-21 14:58:30	0	排車轉訂單	WMS: 0000233820,TMS: F140623001,LMBO01,0000595951,14000817            
BestTRP	2014-06-21 14:58:30	0	排車轉訂單	WMS: 0000233821,TMS: F140623001,LMBO01,0000595952,14000696            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233822,TMS: F140623001,LMBO01,0000595953,14000696            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233823,TMS: F140623001,LMBO01,0000595954,14008331            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233824,TMS: F140623001,LMBO01,0000595955,14000825            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233825,TMS: F140623001,LMBO01,0000595956,14000354            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233826,TMS: F140623001,LMBO01,0000595957,14000492            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233827,TMS: F140623001,LMBO01,0000595958,14000579            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233828,TMS: F140623001,LMBO01,0000595959,14000580            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233829,TMS: F140623001,LMBO01,0000595960,14008377            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233830,TMS: F140623001,LMBO01,0000595961,14008380            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233831,TMS: F140623001,LMBO01,0000595962,14008381            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233832,TMS: F140623001,LMBO01,0000595963,14008382            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233833,TMS: F140623001,LMBO01,0000595964,14008383            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233834,TMS: F140623001,LMBO01,0000595965,14008385            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233835,TMS: F140623001,LMBO01,0000595966,14008386            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233836,TMS: F140623001,LMBO01,0000595967,14008387            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233837,TMS: F140623001,LMBO01,0000595968,14008390            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233838,TMS: F140623001,LMBO01,0000595969,14008391            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233839,TMS: F140623001,LMBO01,0000595970,14008392            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233840,TMS: F140623001,LMBO01,0000595971,14008394            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233841,TMS: F140623001,LMBO01,0000595972,14008396            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233842,TMS: F140623001,LMBO01,0000595973,14008397            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233843,TMS: F140623001,LMBO01,0000595974,14008398            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233844,TMS: F140623001,LMBO01,0000595975,14008399            
BestTRP	2014-06-21 14:58:31	0	排車轉訂單	WMS: 0000233845,TMS: F140623001,LMBO01,0000595976,14008435            
2014-06-21 16:19:21 BestTRP	76	找不到路徑	檔案名稱： ST140617132854AA.TXT
2014-06-21 16:20:07 BestTRP	76	找不到路徑	檔案名稱： ST140617132854AA.TXT
2014-06-21 18:42:53 BestTRP	76	找不到路徑	檔案名稱： ST140620180105BB.TXT
2014-06-21 18:44:33 BestTRP	76	找不到路徑	檔案名稱： ST140620180105BB.TXT
2014-06-23 9:39:36 訂單接收	32755	已選取「取消」。	
2014-06-23 9:40:50 訂單接收	32755	已選取「取消」。	
2014-06-23 9:44:08 訂單接收	32755	已選取「取消」。	
2014-06-23 10:05:47 訂單接收	32755	已選取「取消」。	
2014-06-23 10:06:16 訂單接收	32755	已選取「取消」。	
2014-06-23 10:06:22 訂單接收	32755	已選取「取消」。	
2014-06-23 10:06:43 訂單接收	32755	已選取「取消」。	
2014-06-23 10:07:04 訂單接收	32755	已選取「取消」。	
2014-06-23 10:29:28 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-06-23 10:30:46 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-06-23 10:52:54 MBO回單檢核表	-2147217865	Microsoft Jet 資料庫引擎無法找到輸入資料表或查詢 'MBO回單檢核表'。請確定它是存在的而且名稱沒有拼錯。	
2014-06-23 10:53:17 MBO回單檢核表	-2147217900	行 1: 'sdn02t' 附近的語法不正確。	
2014-06-23 10:53:48 MBO回單檢核表	-2147217900	行 1: 'sdn02t' 附近的語法不正確。	
2014-06-23 10:55:33 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 10:56:24 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 11:04:24 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:30:03 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:31:02 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:32:22 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:35:41 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:36:29 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:37:26 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:38:05 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:39:53 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:40:19 MBO回單檢核表	-2147217887	欄位太小以致於無法接受您試圖加入的資料數量。請試著插入或貼上較少的資料。	
2014-06-23 13:41:33 MBO回單檢核表	-2147217887	'MBO回單檢核表.發票號碼' 欄位不能是零長度字串。	
2014-06-23 13:43:27 MBO回單檢核表	2103	您在屬性表或巨集所輸入的報表名稱 'MBO回單檢核表' 拼字有誤或參照不存在的報表。	
2014-06-23 13:44:00 MBO回單檢核表	2103	您在屬性表或巨集所輸入的報表名稱 'MBO回單檢核表' 拼字有誤或參照不存在的報表。	
2014-06-23 13:45:10 MBO回單檢核表	2103	您在屬性表或巨集所輸入的報表名稱 'MBO回單檢核表' 拼字有誤或參照不存在的報表。	
2014-06-23 13:45:46 MBO回單檢核表	2103	您在屬性表或巨集所輸入的報表名稱 'MBO回單檢核表' 拼字有誤或參照不存在的報表。	
2014-06-23 13:46:26 MBO回單檢核表	2103	您在屬性表或巨集所輸入的報表名稱 'MBO回單檢核表' 拼字有誤或參照不存在的報表。	
2014-06-23 13:46:36 MBO回單檢核表	2103	您在屬性表或巨集所輸入的報表名稱 'MBO回單檢核表' 拼字有誤或參照不存在的報表。	
2014-06-23 13:48:06 MBO回單檢核表	2451	您輸入的報表名稱 'MBO回單檢核表' 可能拼錯、或所指定的報表尚未開啟、或並不存在。	
2014-06-23 16:01:35 BestTRP	-2147217873	PRIMARY KEY 違反條件約束 'PK_CustOrders'。無法在物件 'CustOrders' 上插入重複索引鍵。	檔案名稱： ST140620175101DD.TXT
2014-06-23 16:04:11 訂單接收	32755	已選取「取消」。	
2014-06-24 10:46:24 MBO回單檢核表	-2147217900	資料行前置詞 's3' 與用於查詢中的資料表名稱或別名不符。	
2014-06-24 10:53:55 MBO回單檢核表	-2147352567	Microsoft Access 找不到您的運算式中參照到的欄位 'User_id'。	
2014-06-24 11:10:34 MBO回單檢核表	-2147352567	Microsoft Access 找不到您的運算式中參照到的欄位 'User_id'。	
2014-06-24 11:11:36 MBO回單檢核表	-2147467259	資料庫被 'Admin' 使用者在 'WIN7-ERIC' 機器上設定為防止開啟或鎖定。	
2014-06-24 11:16:59 MBO回單檢核表	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-06-24 11:17:10 MBO回單檢核表	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-06-24 11:17:28 MBO回單檢核表	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-06-24 11:18:13 MBO回單檢核表	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-06-24 11:19:45 MBO回單檢核表	-2147352567	Microsoft Access 找不到您的運算式中參照到的欄位 'User_id'。	
2014-06-24 11:20:34 MBO回單檢核表	-2147467259	資料庫被 'Admin' 使用者在 'WIN7-ERIC' 機器上設定為防止開啟或鎖定。	
2014-06-24 11:21:45 MBO回單檢核表	-2147467259	資料庫被 'Admin' 使用者在 'WIN7-ERIC' 機器上設定為防止開啟或鎖定。	
2014-06-24 11:38:01 MBO回單檢核表	-2147217900	查詢值的數目和目標欄位的數目不相同。	
2014-06-24 11:38:36 MBO回單檢核表	-2147217900	查詢值的數目和目標欄位的數目不相同。	
2014-06-24 11:40:18 MBO回單檢核表	-2147217900	查詢值的數目和目標欄位的數目不相同。	
2014-06-24 11:40:28 MBO回單檢核表	-2147217900	查詢值的數目和目標欄位的數目不相同。	
2014-06-24 11:42:58 MBO回單檢核表	-2147217900	查詢值的數目和目標欄位的數目不相同。	
2014-06-24 13:14:36 MBO回單檢核表	-2147467259	資料庫被 'Admin' 使用者在 'WIN7-ERIC' 機器上設定為防止開啟或鎖定。	
2014-06-24 14:39:32 MBO回單檢核表	-2147217865	Microsoft Jet 資料庫引擎無法找到輸入資料表或查詢 'MBO退貨回單檢核表'。請確定它是存在的而且名稱沒有拼錯。	
2014-06-24 14:41:12 MBO回單檢核表	-2147217865	Microsoft Jet 資料庫引擎無法找到輸入資料表或查詢 'MBO退貨回單檢核表'。請確定它是存在的而且名稱沒有拼錯。	
2014-06-24 14:56:33 MBO回單檢核表	-2147217865	Microsoft Jet 資料庫引擎無法找到輸入資料表或查詢 'MBO退貨回單檢核表'。請確定它是存在的而且名稱沒有拼錯。	
2014-06-24 14:56:38 MBO回單檢核表	-2147217865	Microsoft Jet 資料庫引擎無法找到輸入資料表或查詢 'MBO退貨回單檢核表'。請確定它是存在的而且名稱沒有拼錯。	
2014-06-24 15:11:22 MBO回單檢核表	-2147217865	Microsoft Jet 資料庫引擎無法找到輸入資料表或查詢 'MBO退貨回單檢核表'。請確定它是存在的而且名稱沒有拼錯。	
2014-06-24 15:12:43 MBO回單檢核表	-2147217865	Microsoft Jet 資料庫引擎無法找到輸入資料表或查詢 'MBO退貨回單檢核表'。請確定它是存在的而且名稱沒有拼錯。	
2014-06-24 15:16:39 MBO回單檢核表	3705	當物件開啟時，不允許操作。	
2014-06-24 16:41:29 Recordset2Excel	13	型態不符	請確認儲存格(3362M)，資料是否有誤！
2014-06-24 16:44:53 訂單接收	91	沒有設定物件變數或 With 區塊變數	
2014-06-24 16:46:09 Recordset2Excel	13	型態不符	請確認儲存格(3362M)，資料是否有誤！
2014-06-24 16:46:34 訂單接收	91	沒有設定物件變數或 With 區塊變數	
2014-06-24 16:49:23 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-06-25 19:09:11 MBO回單檢核表	-2147217900	無效的資料行名稱 'externordertype'。	
2014-06-25 19:09:23 MBO回單檢核表	-2147217900	無效的資料行名稱 'externordertype'。	
2014-06-25 19:10:11 MBO回單檢核表	-2147217900	查詢值的數目和目標欄位的數目不相同。	
2014-06-26 14:10:06 BestTRP	-2147217873	PRIMARY KEY 違反條件約束 'PK_LMO01Orderdetail'。無法在物件 'CustOrderdetail' 上插入重複索引鍵。	檔案名稱： ST140620180105BB.TXT
2014-06-26 16:58:36 POD回傳	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-06-26 17:07:44 MBO回單檢核表	-2147217900	INSERT INTO 陳述式包含以下未知的欄位名稱 '訂單型態'。確定您已正確地鍵入名稱，然後再試一次。	
2014-06-26 17:07:57 MBO回單檢核表	-2147217900	INSERT INTO 陳述式包含以下未知的欄位名稱 '訂單型態'。確定您已正確地鍵入名稱，然後再試一次。	
2014-06-27 11:53:12 POD回傳	-2147217900	資料行前置詞 's2' 與用於查詢中的資料表名稱或別名不符。	
2014-06-27 11:53:47 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-06-27 11:56:39 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-06-27 11:58:11 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-06-27 11:58:50 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-06-27 13:21:30 MBO回單檢核表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2014-06-28 11:17:07 訂單接收	32755	已選取「取消」。	
2014-06-28 11:17:57 BestTRP	-2147217833	字串或二進位資料會被截斷。	檔案名稱： ST140620155900BB.TXT
BestTRP	2014-06-28 12:43:16	0	排車轉訂單	WMS: 0000236255,TMS: F140630131,LTKK01,0000603557,140404080           
BestTRP	2014-06-28 12:43:18	0	排車轉訂單	WMS: 0000236256,TMS: F140630131,LMBO01,0000603750,14000358            
BestTRP	2014-06-28 12:43:18	0	排車轉訂單	WMS: 0000236257,TMS: F140630131,LMBO01,0000603761,14000573            
BestTRP	2014-06-28 12:43:18	0	排車轉訂單	WMS: 0000236258,TMS: F140630131,LMBO01,CT00004547,14000149            
2014-06-28 12:48:44 運費維護	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-06-28 12:50:10 運費維護	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-06-28 12:50:38 運費維護	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-06-28 13:00:20 運費維護	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-06-28 13:01:37 運費維護	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
BestTRP	2014-06-28 13:08:04	0	排車轉訂單	WMS: 0000236259,TMS: F140630132,LMBO01,0000603748,14000149            
2014-07-06 9:27:55 BestTRP	0		檔案名稱： ST140623164057CC.TXT
2014-07-06 9:30:00 BestTRP	0		檔案名稱： ST140623164057CC.TXT
2014-07-06 9:37:52 BestTRP	0		檔案名稱： ST140623164057CC.TXT
2014-07-06 9:39:02 BestTRP	0		檔案名稱： ST140623163222DD.TXT
2014-07-06 9:40:10 訂單接收	32755	已選取「取消」。	
2014-06-30 17:51:33 BestTRP	-2147217833	字串或二進位資料會被截斷。	檔案名稱： ST140630174700BB.TXT
2014-06-30 17:52:11 BestTRP	-2147217833	字串或二進位資料會被截斷。	檔案名稱： ST140630174700BB.TXT
BestTRP	2014-06-30 18:01:06	0	排車轉訂單	WMS: 0000236398,TMS: F140702037,LMBO01,0000603925,14021054            
BestTRP	2014-06-30 18:01:07	0	排車轉訂單	WMS: 0000236399,TMS: F140702037,LMBO01,0000603926,14021059            
BestTRP	2014-07-01 11:22:43	0	排車轉訂單	WMS: 0000236400,TMS: F140702038,LMBO01,0000603932,毛寶拒短收          
2014-07-01 14:00:09 簽單確認	6145	不正確的資料行索引	
2014-07-01 19:16:37 訂單接收	32755	已選取「取消」。	
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236988,TMS: F140702176,LMBO01,0000606444,14001678            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236989,TMS: F140702176,LMBO01,0000606445,14001679            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236990,TMS: F140702176,LMBO01,0000606446,14001680            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236991,TMS: F140702179,LMBO01,0000606498,14021400            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236992,TMS: F140702179,LMBO01,0000606499,14021403            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236993,TMS: F140702180,LMBO01,0000606500,14021404            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236994,TMS: F140702180,LMBO01,0000606501,14021405            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236995,TMS: F140702181,LMBO01,0000606465,14021136            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236996,TMS: F140702181,LMBO01,0000606495,14021397            
BestTRP	2014-07-01 20:17:33	0	排車轉訂單	WMS: 0000236997,TMS: F140702181,LMBO01,0000606496,14021398            
BestTRP	2014-07-01 20:17:34	0	排車轉訂單	WMS: 0000236998,TMS: F140702181,LMBO01,0000606497,14021399            
BestTRP	2014-07-01 20:17:34	0	排車轉訂單	WMS: 0000236999,TMS: F140702182,LMBO01,0000606494,14021369            
BestTRP	2014-07-01 20:17:34	0	排車轉訂單	WMS: 0000237000,TMS: F140702183,LMBO01,0000606435,14021486            
BestTRP	2014-07-01 20:17:34	0	排車轉訂單	WMS: 0000237001,TMS: F140702184,LMBO01,0000606442,14001676            
BestTRP	2014-07-01 20:17:34	0	排車轉訂單	WMS: 0000237002,TMS: F140702184,LMBO01,0000606443,14001677            
BestTRP	2014-07-01 20:17:34	0	排車轉訂單	WMS: 0000237003,TMS: F140702186,LMBO01,0000606503,14021408            
BestTRP	2014-07-01 20:17:34	0	排車轉訂單	WMS: 0000237004,TMS: F140702187,LMBO01,0000606466,14021137            
